Brand Name,Category Name,City,Customer,Order Date,Order Id,Product Name,Sales Rep,State,Store Name,Region/Regions,Revenue,Total Units
Electra,Children Bicycles,Huntington,Deandrea Cox,04-12-2016,584,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Huntington,Deandrea Cox,04-12-2016,584,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Jackson Heights,Jacquline Duncan,19-10-2016,512,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Jamaica,Wilda Petersen,28-03-2018,1470,Electra Straight 8 1 (16-inch) - Boy's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$280,1
Electra,Children Bicycles,Jamaica,Serina Hensley,12-08-2017,1057,Electra Savannah 3i (20-inch) - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Electra,Children Bicycles,Kingston,Bart Hess,19-09-2016,446,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Kingston,Dori Alvarez,08-10-2017,1173,"Electra Girl's Hawaii 1 16"" - 2017",Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Kingston,Claudio Wise,23-06-2017,972,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Children Bicycles,Levittown,Siobhan Lang,13-04-2017,837,Electra Savannah 3i (20-inch) - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Electra,Children Bicycles,Lindenhurst,Tara Maynard,10-03-2018,1430,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,Venita Daniel,NY,Baldwin Bikes,Region,$320,1
Electra,Children Bicycles,Lindenhurst,Armand Whitehead,02-04-2018,1486,Electra Straight 8 3i (20-inch) - Boy's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Children Bicycles,Mahopac,Hye Mercer,13-10-2017,1181,Electra Straight 8 3i (20-inch) - Boy's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Children Bicycles,Massapequa,Conrad Mueller,02-06-2017,925,Electra Savannah 3i (20-inch) - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Electra,Children Bicycles,Massapequa Park,Kandi Mcneil,16-03-2017,784,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Merrick,Erma Salinas,06-01-2018,1332,Electra Water Lily 1 (16-inch) - Girl's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$280,1
Electra,Children Bicycles,Merrick,Cassondra Pruitt,26-05-2017,910,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Merrick,Erma Salinas,06-01-2018,1332,"Electra Treasure 3i 20"" - 2018",Venita Daniel,NY,Baldwin Bikes,Region,$370,1
Electra,Children Bicycles,Monroe,Pamelia Newman,23-08-2018,1609,Electra Moto 3i (20-inch) - Boy's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Electra,Children Bicycles,New City,Alexis Mack,12-11-2016,552,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,New Rochelle,Hipolito Padilla,15-04-2017,841,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Children Bicycles,New Windsor,Joe Melton,06-03-2017,757,"Electra Girl's Hawaii 1 16"" - 2017",Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Newburgh,Odette Moses,20-08-2016,385,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Oakland Gardens,Jewel Sparks,02-11-2016,539,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Ossining,Lois Steele,23-10-2016,522,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Ozone Park,Jamika Acevedo,06-08-2017,1042,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Plainview,Elaina Key,30-07-2017,1034,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Plainview,Elaina Key,30-07-2017,1034,Electra Townie 7D (20-inch) - Boys' - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$340,1
Electra,Children Bicycles,Plattsburgh,Terrance Lynn,04-12-2017,1284,Electra Townie 7D (20-inch) - Boys' - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$340,1
Electra,Children Bicycles,Port Chester,Nita Guy,05-03-2017,753,"Electra Girl's Hawaii 1 16"" - 2017",Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Port Washington,Krissy Ochoa,14-09-2017,1125,Electra Cruiser 1 (24-Inch) - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Queensbury,Kathie Freeman,01-10-2017,1161,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Richmond Hill,Kiana Rivera,04-11-2017,1226,Electra Townie 7D (20-inch) - Boys' - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$340,1
Electra,Children Bicycles,Rochester,Johana Jacobson,03-09-2016,416,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Rome,Klara Kim,22-01-2017,667,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Ronkonkoma,Rod Hatfield,04-01-2018,1330,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$280,1
Electra,Children Bicycles,Scarsdale,Venessa Frost,16-01-2017,656,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Schenectady,Trudy Riddle,15-03-2017,782,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Electra,Children Bicycles,Schenectady,Phuong Wolf,24-08-2017,1091,Electra Savannah 3i (20-inch) - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Electra,Children Bicycles,Smithtown,Melodie Melton,16-12-2017,1303,Electra Moto 3i (20-inch) - Boy's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Electra,Children Bicycles,South Ozone Park,Majorie Wyatt,16-08-2016,373,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,South Richmond Hill,Minnie Compton,31-10-2017,1221,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Children Bicycles,Spring Valley,Elmira Levy,08-02-2018,1384,Electra Savannah 3i (20-inch) - Girl's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Electra,Children Bicycles,Sunnyside,Dorine Thornton,25-09-2017,1148,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$270,1
Electra,Children Bicycles,Uniondale,Sophia Mcmillan,19-03-2018,1450,Electra Straight 8 3i (20-inch) - Boy's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Children Bicycles,Woodhaven,Izola Hobbs,23-11-2017,1261,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Children Bicycles,Woodside,Gilberto Sanders,14-01-2017,654,"Electra Girl's Hawaii 1 16"" - 2017",Venita Daniel,NY,Baldwin Bikes,Region,$300,1
Haro,Children Bicycles,Buffalo,Rubin Decker,04-12-2017,1285,Haro Shredder 20 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Haro,Children Bicycles,Elmhurst,Earl Stanley,17-12-2017,1305,Haro Downtown 16 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$330,1
Haro,Children Bicycles,Hamburg,Emelda Dickerson,17-08-2017,1070,Haro Shredder Pro 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$250,1
Haro,Children Bicycles,Kingston,Ilda Roberson,08-08-2017,1048,Haro Shredder Pro 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$250,1
Haro,Children Bicycles,Long Beach,Toya Pratt,11-01-2017,651,Haro Downtown 16 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$330,1
Haro,Children Bicycles,Maspeth,Rudolf Moran,18-04-2017,848,Haro Shredder 20 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Haro,Children Bicycles,Mount Vernon,Malisa Mitchell,27-09-2017,1149,Haro Shredder Pro 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$250,1
Haro,Children Bicycles,Mount Vernon,Malisa Mitchell,27-09-2017,1149,Haro Downtown 16 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$330,1
Haro,Children Bicycles,Newburgh,Tena Huber,14-02-2018,1393,Haro Shredder 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Haro,Children Bicycles,Orchard Park,Lizzette Stein,27-10-2017,1211,Haro Shredder 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Haro,Children Bicycles,Orchard Park,Lizzette Stein,14-04-2018,1535,Haro Shredder 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Haro,Children Bicycles,Orchard Park,Lizzette Stein,27-10-2017,1211,Haro Shredder 20 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Haro,Children Bicycles,Pittsford,Kerrie Morton,25-05-2017,908,Haro Shredder Pro 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$250,1
Haro,Children Bicycles,Port Washington,Gustavo Gamble,10-09-2017,1120,Haro Shredder 20 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Haro,Children Bicycles,Port Washington,Gustavo Gamble,10-09-2017,1120,Haro Shredder Pro 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$250,1
Haro,Children Bicycles,Rome,Klara Kim,22-01-2017,667,Haro Downtown 16 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$330,1
Haro,Children Bicycles,Rosedale,Corinna Adams,22-06-2017,970,Haro Downtown 16 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$330,1
Haro,Children Bicycles,Saint Albans,Shanita Wiley,25-12-2017,1314,Haro Shredder Pro 20 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$250,1
Haro,Children Bicycles,Scarsdale,Annett Garrett,04-04-2017,817,Haro Downtown 16 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$330,1
Strider,Children Bicycles,Pittsford,Britteny Schroeder,11-03-2018,1433,Strider Sport 16 - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$250,1
Strider,Children Bicycles,Plainview,Jerlene Rios,15-03-2018,1439,Strider Classic 12 Balance Bike - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$90,1
Sun Bicycles,Children Bicycles,Ballston Spa,Pamala Fowler,26-02-2017,733,Sun Bicycles Lil Kitt'n - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$110,1
Sun Bicycles,Children Bicycles,Rome,Klara Kim,22-01-2017,667,Sun Bicycles Lil Kitt'n - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$110,1
Trek,Children Bicycles,Baldwinsville,Kellye Campbell,23-07-2017,1024,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Ballston Spa,Augustus Steele,20-06-2017,964,Trek Precaliber 16 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Trek,Children Bicycles,Ballston Spa,Natosha Rowland,08-11-2017,1236,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Buffalo,Latasha Hays,17-06-2018,1604,Trek Precaliber 16 Girl's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Trek,Children Bicycles,Commack,Jesica Fields,02-02-2017,688,Trek Precaliber 12 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$190,1
Trek,Children Bicycles,East Elmhurst,Tomasa Carson,04-08-2017,1041,Trek Precaliber 16 Boys - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Trek,Children Bicycles,East Northport,Qiana Jackson,26-10-2017,1208,Trek Precaliber 12 Boys - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$190,1
Trek,Children Bicycles,Forest Hills,Jeannette Skinner,04-12-2017,1286,Trek Precaliber 12 Boys - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$190,1
Trek,Children Bicycles,Freeport,Lekisha Pope,26-10-2017,1209,Trek Precaliber 16 Boys - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Trek,Children Bicycles,Garden City,Nichelle Rosario,19-03-2017,790,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Jamaica,Cori Schwartz,19-08-2017,1080,Trek Girl's Kickster - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$150,1
Trek,Children Bicycles,Jamaica,Vivian Deleon,12-01-2018,1342,Trek Precaliber 16 Boy's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Trek,Children Bicycles,Lindenhurst,Armand Whitehead,02-04-2018,1486,Trek Precaliber 12 Boy's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$200,1
Trek,Children Bicycles,Massapequa Park,Lolita O'neill,04-07-2017,990,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Merrick,Gertrud Rhodes,02-04-2018,1485,Trek Precaliber 24 (7-Speed) - Boys - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$320,1
Trek,Children Bicycles,Merrick,Kim Clark,28-09-2017,1150,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Monroe,Vernell Goff,30-06-2017,986,Trek Precaliber 12 Boys - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$190,1
Trek,Children Bicycles,Plattsburgh,Linnie Branch,02-04-2018,1483,Trek Superfly 24 - 2017/2018,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Trek,Children Bicycles,Port Washington,Nakisha Clay,09-11-2017,1239,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Queensbury,Sonja Walls,24-09-2017,1144,Trek Precaliber 12 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$190,1
Trek,Children Bicycles,Richmond Hill,Rodrigo Durham,30-09-2017,1156,Trek Girl's Kickster - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$150,1
Trek,Children Bicycles,Rockville Centre,Treasa Dickerson,18-11-2017,1254,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Rockville Centre,Hortencia O'neil,13-02-2018,1391,Trek Precaliber 24 21-speed Boy's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$370,1
Trek,Children Bicycles,Scarsdale,Venessa Frost,16-01-2017,656,Trek Boy's Kickster - 2015/2017,Venita Daniel,NY,Baldwin Bikes,Region,$150,1
Trek,Children Bicycles,Scarsdale,Loraine Sykes,17-04-2017,845,Trek Precaliber 12 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$190,1
Trek,Children Bicycles,Smithtown,Dwain Carlson,19-02-2017,725,Trek Precaliber 16 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Trek,Children Bicycles,Smithtown,Dwain Carlson,19-02-2017,725,Trek Precaliber 24 (21-Speed) - Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$350,1
Trek,Children Bicycles,Spring Valley,Elmira Levy,08-02-2018,1384,Trek Precaliber 16 Boys - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$210,1
Trek,Children Bicycles,Valley Stream,Hue May,20-03-2018,1456,Trek Precaliber 20 6-speed Boy's - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$290,1
Trek,Children Bicycles,Wappingers Falls,Laure Pena,15-05-2017,892,Trek Precaliber 12 Girls - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$190,1
Trek,Children Bicycles,Woodside,Marlen Dawson,31-07-2017,1038,Trek Boy's Kickster - 2015/2017,Venita Daniel,NY,Baldwin Bikes,Region,$150,1
Electra,Comfort Bicycles,Amityville,Tenisha Lyons,12-02-2018,1390,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,Venita Daniel,NY,Baldwin Bikes,Region,$900,1
Electra,Comfort Bicycles,Astoria,Ruthanne Franco,27-02-2018,1410,Electra Townie Original 21D EQ - 2017/2018,Venita Daniel,NY,Baldwin Bikes,Region,$680,1
Electra,Comfort Bicycles,Baldwin,Lashawna Richardson,27-04-2017,860,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Electra,Comfort Bicycles,Bay Shore,Terese Palmer,22-12-2016,619,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Electra,Comfort Bicycles,Brentwood,Lee Roman,29-08-2016,399,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Electra,Comfort Bicycles,Brooklyn,Agustina Lawrence,05-04-2017,821,Electra Townie Original 7D - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Comfort Bicycles,Flushing,Geraldine O'donnell,31-03-2017,809,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,1
Electra,Comfort Bicycles,Hopewell Junction,Nevada Hood,23-12-2016,622,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Electra,Comfort Bicycles,Howard Beach,Petronila Gallegos,28-01-2017,676,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Jackson Heights,Soledad Moses,30-07-2017,1033,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,1
Electra,Comfort Bicycles,Jamaica,Laurence Christian,21-09-2016,450,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Kingston,Brittney Rojas,26-09-2016,461,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Lancaster,Davis Long,19-11-2016,562,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,1
Electra,Comfort Bicycles,Long Beach,Elmo Arnold,30-09-2016,473,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,1
Electra,Comfort Bicycles,Maspeth,Ronald Parsons,23-10-2016,520,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Maspeth,Ronald Parsons,23-10-2016,520,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,1
Electra,Comfort Bicycles,Massapequa Park,Flossie Holder,04-03-2017,749,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Monroe,Iola Rasmussen,06-10-2016,484,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Monroe,Casimira Chapman,06-12-2016,590,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,New City,Alexis Mack,12-11-2016,552,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Ossining,Kara Higgins,15-01-2018,1350,Electra Townie Balloon 3i EQ - 2017/2018,Venita Daniel,NY,Baldwin Bikes,Region,$750,1
Electra,Comfort Bicycles,Port Washington,Krissy Ochoa,14-09-2017,1125,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Queensbury,Manie Sanchez,01-10-2016,475,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Electra,Comfort Bicycles,Rochester,Johana Jacobson,03-09-2016,416,Electra Townie Original 21D - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$550,1
Electra,Comfort Bicycles,Rome,Margert Stevens,27-12-2016,632,Electra Townie Original 7D - 2015/2016,Venita Daniel,NY,Baldwin Bikes,Region,$500,1
Electra,Comfort Bicycles,Troy,Corrina Sawyer,23-04-2018,1578,Electra Townie Commute 27D Ladies - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$900,1
Electra,Comfort Bicycles,Uniondale,Sophia Mcmillan,19-03-2018,1450,Electra Townie Original 21D - 2018,Venita Daniel,NY,Baldwin Bikes,Region,$560,1
Electra,Comfort Bicycles,Wappingers Falls,Vicki Wiggins,07-07-2017,992,Electra Townie Original 7D - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Comfort Bicycles,Webster,Donnetta Henson,16-02-2017,721,Electra Townie Original 7D - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$490,1
Electra,Comfort Bicycles,Whitestone,Leone Emerson,26-11-2016,574,Electra Townie Original 7D EQ - 2016,Venita Daniel,NY,Baldwin Bikes,Region,$600,1
Sun Bicycles,Comfort Bicycles,Amityville,Genny Fields,31-08-2017,1103,Sun Bicycles Cruz 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$450,1
Sun Bicycles,Comfort Bicycles,Amityville,Tenisha Lyons,12-02-2018,1390,Sun Bicycles Streamway - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$482,1
Sun Bicycles,Comfort Bicycles,Astoria,Victor Pittman,27-06-2017,984,Sun Bicycles Drifter 7 - Women's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$471,1
Sun Bicycles,Comfort Bicycles,Baldwinsville,Kellye Campbell,23-07-2017,1024,Sun Bicycles Streamway - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$482,1
Sun Bicycles,Comfort Bicycles,Bethpage,Shanelle Anderson,22-10-2017,1198,Sun Bicycles Streamway 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Bethpage,Bennett Armstrong,28-04-2018,1594,Sun Bicycles Streamway 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Brentwood,Lewis Garner,12-07-2017,1000,Sun Bicycles Drifter 7 - Women's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$471,1
Sun Bicycles,Comfort Bicycles,Brooklyn,Agustina Lawrence,05-04-2017,821,Sun Bicycles Cruz 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$417,1
Sun Bicycles,Comfort Bicycles,East Northport,Verda Gilbert,04-01-2017,638,Sun Bicycles Streamway 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$552,1
Sun Bicycles,Comfort Bicycles,Floral Park,Brittni Green,07-04-2017,827,Sun Bicycles Cruz 3 - Women's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$450,1
Sun Bicycles,Comfort Bicycles,Hamburg,Emelda Dickerson,17-08-2017,1070,Sun Bicycles Drifter 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$471,1
Sun Bicycles,Comfort Bicycles,Jamaica,Serina Hensley,12-08-2017,1057,Sun Bicycles Streamway 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Monroe,Pamelia Newman,23-08-2018,1609,Sun Bicycles Streamway 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Monsey,Deshawn Mendoza,09-02-2018,1387,Sun Bicycles Cruz 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$450,1
Sun Bicycles,Comfort Bicycles,Oceanside,Neida King,07-10-2017,1172,Sun Bicycles Streamway - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$482,1
Sun Bicycles,Comfort Bicycles,Oceanside,Darcie Morgan,12-07-2017,998,Sun Bicycles Streamway 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Oswego,Cheree Hale,27-07-2017,1028,Sun Bicycles Cruz 3 - Women's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$450,1
Sun Bicycles,Comfort Bicycles,Rego Park,Carola Mcpherson,05-04-2017,820,Sun Bicycles Cruz 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$417,1
Sun Bicycles,Comfort Bicycles,Rochester,Janella Bright,11-03-2017,772,Sun Bicycles Streamway 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$552,1
Sun Bicycles,Comfort Bicycles,Rochester,Devin Shaffer,30-09-2017,1153,Sun Bicycles Streamway 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$552,1
Sun Bicycles,Comfort Bicycles,Saratoga Springs,Ira Moore,09-04-2017,829,Sun Bicycles Streamway 3 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$552,1
Sun Bicycles,Comfort Bicycles,Selden,Alesia Horne,01-02-2017,686,Sun Bicycles Streamway - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$482,1
Sun Bicycles,Comfort Bicycles,Smithtown,Ayanna Cherry,31-01-2017,685,Sun Bicycles Cruz 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$417,1
Sun Bicycles,Comfort Bicycles,Smithtown,Lucio Sherman,21-08-2017,1086,Sun Bicycles Cruz 3 - Women's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$450,1
Sun Bicycles,Comfort Bicycles,Smithtown,Melodie Melton,16-12-2017,1303,Sun Bicycles Cruz 3 - Women's - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$450,1
Sun Bicycles,Comfort Bicycles,Spring Valley,Loreta Johnston,14-06-2017,945,Sun Bicycles Streamway 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$534,1
Sun Bicycles,Comfort Bicycles,Uniondale,Mina Carrillo,29-08-2017,1101,Sun Bicycles Streamway 7 - 2017,Venita Daniel,NY,Baldwin Bikes,Region,$534,1
